sentiment,text
neg,this angst-ridden territory was covered earlier and much better in ordinary people .
pos,a film in a class with spike lee's masterful do the right thing .
neg,the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way .
pos,a wonderful character-based comedy .
neg,bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of castro so predominantly charitable it can only be seen as propaganda .
pos,"the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness ."
neg,"stale , futile scenario ."
pos,"despite an overwrought ending , the film works as well as it does because of the performances ."
neg,"all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject ."
pos,the closest thing to the experience of space trave
neg,shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors . . .
neg,"while some of the camera work is interesting , the film's mid-to-low budget is betrayed by the surprisingly shoddy makeup work ."
neg,"ultimately , the film amounts to being lectured to by tech-geeks , if you're up for that sort of thing ."
neg,"mandel holland's direction is uninspired , and his scripting unsurprising , but the performances by phifer and black are ultimately winning . you'll find yourself wishing that you and they were in another movie ."
neg,[t]oo many of these gross out scenes . . .
pos,the ingenuity that parker displays in freshening the play is almost in a class with that of wilde himself .
pos,"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone ."
neg,"the film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry , but ram dass : fierce grace doesn't organize it with any particular insight ."
pos,"old people will love this movie , and i mean that in the nicest possible way : last orders will touch the heart of anyone old enough to have earned a 50-year friendship ."
neg,showtime is closer to slowtime .
neg,"literally nothing in the pool is new , but if you grew up on the stalker flicks of the 1980's this one should appease you for 90 minutes ."
pos,"'no es la mejor cinta de la serie , ni la mejor con brosnan a la cabeza , pero de que entretiene ni duda cabe . "
neg, . . . the last time i saw a theater full of people constantly checking their watches was during my sats .
pos,"elegant and eloquent [meditation] on death and that most elusive of passions , love ."
pos,the production values are of the highest and the performances attractive without being memorable .
pos,"a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event ."
neg,wait for it to hit cable .
pos,a genuine mind-bender .
neg,bears is even worse than i imagined a movie ever could be .
neg,a well acted and well intentioned snoozer .
neg,"de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork . but like bruce springsteen's gone-to-pot asbury park , new jersey , this sad-sack waste of a movie is a city of ruins ."
pos,"as it turns out , you can go home again ."
pos,i couldn't recommend this film more .
neg,arnold's jump from little screen to big will leave frowns on more than a few faces .
pos,steers refreshingly clear of the usual cliches .
neg,"will probably stay in the shadow of its two older , more accessible qatsi siblings ."
neg,"the movie feels like it's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens ."
pos,"it's a lovely , sad dance highlighted by kwan's unique directing style ."
pos,"imperfect ? yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy ."
neg,"the story suffers a severe case of oversimplification , superficiality and silliness ."
pos,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe ."
pos,"birthday girl doesn't try to surprise us with plot twists , but rather seems to enjoy its own transparency ."
neg,this is the kind of movie that gets a quick release before real contenders arrive in september .
neg,"maybe it's the star power of the cast or the redundant messages , but something aboul "" full frontal "" seems , well , contrived ."
