text,sentiment,n_pos_words,n_neg_words
"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",pos,0,0
"it ain't art , by a long shot , but unlike last year's lame musketeer , this dumas adaptation entertains .",pos,0,0
"its and pieces of the hot chick are so hilarious , and schneider's performance is so fine , it's a real shame that so much of the movie -- again , as in the animal -- is a slapdash mess .",neg,0,0
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos .",neg,0,0
the difference between cho and most comics is that her confidence in her material is merited .,pos,0,0
a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl's life .,pos,0,0
"if a big musical number like 'praise the lord , he's the god of second chances' doesn't put you off , this will be an enjoyable choice for younger kids .",pos,0,0
"lillard and cardellini earn their scooby snacks , but not anyone else .",neg,0,0
"several of steven soderbergh's earlier films were hailed as the works of an artist . sadly , full frontal plays like the work of a dilettante .",neg,0,0
the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels .,neg,0,0
a film with contemporary political resonance illustrated by a winning family story .,pos,0,0
moderately involving despite bargain-basement photography and hackneyed romance .,neg,0,0
"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",pos,0,0
"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",neg,0,0
"is there a group of more self-absorbed women than the mother and daughters featured in this film ? i don't think so . nothing wrong with performances here , but the whiney characters bugged me .",neg,0,0
"even when it drags , we are forced to reflect that its visual imagination is breathtakin",pos,0,0
"a meatier deeper beginning and/or ending would have easily tipped this film into the "" a "" range , as is , it's a very very strong "" b+ . "" i love the robust middle of this picture .",pos,1,0
"a lack of thesis makes maryam , in the end , play out with the intellectual and emotional impact of an after-school special .",neg,0,0
audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones .,neg,0,0
"the sort of film that makes me miss hitchcock , but also feel optimistic that there's hope for popular cinema yet .",pos,0,0
"at times a bit melodramatic and even a little dated ( depending upon where you live ) , ignorant fairies is still quite good-natured and not a bad way to spend an hour or two .",pos,0,2
a great companion piece to other napoleon films .,pos,1,0
a good documentary can make interesting a subject you thought would leave you cold . a case in point : doug pray's scratch .,pos,1,0
"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine .",neg,1,0
"a hard look at one man's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of claude chabrol .",pos,0,0
family fare .,pos,0,0
"so faithful to the doldrums of the not-quite-urban , not-quite-suburban milieu as to have viewers recoiling from the reality check .",neg,0,0
it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere .,neg,0,0
the film is so packed with subplots involving the various silbersteins that it feels more like the pilot episode of a tv series than a feature film .,neg,0,0
gets under the skin of a man who has just lost his wife .,pos,0,0
some movies are like a tasty hors-d'oeuvre ; this one is a feast .,pos,0,0
you'll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy .,neg,0,0
"by and large this is mr . kilmer's movie , and it's his strongest performance since the doors .",pos,0,0
"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .",pos,0,0
fear dot com is so rambling and disconnected it never builds any suspense .,neg,0,0
"as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance .",pos,0,0
"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",pos,0,0
one of the very best movies ever made about the life of moviemaking .,pos,1,0
"in the not-too-distant future , movies like ghost ship will be used as analgesic balm for overstimulated minds . right now , they're merely signposts marking the slow , lingering death of imagination .",neg,0,0
most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement .,neg,0,0
the rock has a great presence but one battle after another is not the same as one battle followed by killer cgi effects .,neg,1,0
what we get . . . is caddyshack crossed with the loyal order of raccoons .,neg,0,0
"though it flirts with bathos and pathos and the further oprahfication of the world as we know it , it still cuts all the way down to broken bone .",pos,0,0
"for a film that celebrates radical , nonconformist values , what to do in case of fire ? lazily and glumly settles into a most traditional , reserved kind of filmmaking .",neg,0,0
"demonstrates the unusual power of thoughtful , subjective filmmaking .",pos,0,0
a tasty slice of droll whimsy .,pos,0,0
has the feel of an unedited personal journal .,neg,0,0
thoroughly enjoyable .,pos,0,0
the beauty of the piece is that it counts heart as important as humor .,pos,0,0
"as a movie , it never seems fresh and vital . it never plays as dramatic even when dramatic things happen to people . it labours as storytelling .",neg,0,0
"[dong] makes a valiant effort to understand everyone's point of view , and he does such a good job of it that family fundamentals gets you riled up .",pos,1,0
"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom .",neg,0,0
